GENERAL_ID,Risk_category,registration_number,Lat,Lon,County,Address,Post_code,Locality,Year Built,Height Regime,Apartment count,Surface,Examination Year,Certified expert,Observations,Cadastre Number,Land Registry Number,Administration Update,Admin Update
644,Rs II,288,44.430226,26.12519,București,Strada VALERIU BRANIŞTE,60A,Sector,1938,S+P+3E,8,990,1997,Alexandru HRISTOFOROV,,,,07.04.2016,03.05.2016
645,Rs II,289,44.440058,26.101344,București,Strada VASILE CONTA,14,Sector,1920,S+P+1E,7,729,1993,Adina SIMION,,,,07.04.2016,03.05.2016
646,Rs II,290,44.440029,26.101294,București,Strada VASILE CONTA (corp A + B + C),3(5,Sector,1940,S+P+5E+Ma;,99,6164,1997,Alexandrina PRETORIAN,,,,07.04.2016,03.05.2016
647,Rs II,291,44.440029,26.101294,București,Strada VASILE CONTA (corp D + E + F),7(9,Sector,1941,S+P+9...10E,99,6164,1997,Alexandrina PRETORIAN,,,,07.04.2016,03.05.2016
648,Rs II,292,44.437021,26.107241,București,Strada VASILE LASCAR,8,Sector,1935,S+Ds+P+5E+Ma,0,32,2009,Rodica VASILESCU,,,,07.04.2016,03.05.2016
649,Rs II,293,44.437139,26.107345,București,Strada VASILE LASCĂR,10,Sector,1925,S+P+4E+Ma,10,787,1993,Adina SIMION,,,,07.04.2016,03.05.2016
650,Rs II,294,44.445624,26.11104,București,Strada VASILE LASCĂR,111,Sector,1936,S+P+3E+Ma,17,1232,1993,Adina SIMION,,,,07.04.2016,03.05.2016
651,Rs II,295,44.439014,26.107754,București,Strada VASILE LASCĂR,23(25,Sector,1938,S+P+8E,64,621,1997,Dan POPESCU,,,,07.04.2016,03.05.2016
652,Rs II,296,44.440599,26.108738,București,Strada VASILE LASCĂR,46,Sector,1947,S+P+8E+Ma,14,1508,2002,Gabriel NICULESCU,,,,07.04.2016,03.05.2016
653,Rs II,297,44.430665,26.113726,București,Strada VASILE LUCACIU,4C,Sector,1900,S+P+1 E+Ma,4,418,1993,Adina SIMION,,,,07.04.2016,03.05.2016
654,Rs II,298,44.43183,26.122662,București,Strada VASILE LUCACIU,101,Sector,1940,S+P+3E,13,903,1994,Adina SIMION,,,,07.04.2016,03.05.2016
655,Rs II,299,44.429741,26.071545,București,Strada VICTOR BABEŞ,7,Sector,1940,S+P+2E+Ma,7,616,1997,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
656,Rs II,300,44.441972,26.094241,București,Calea VICTORIEI (corp A + B + C + D),1(5,Sector,1961,S+P+9E;P+9ES+Mz+9; S+P+Mz+9; P+9,148,1311,2011,Dan POPESCU,,,,07.04.2016,03.05.2016
657,Rs II,301,44.441972,26.094241,București,Calea VICTORIEI (corp A + B),103(105,Sector,1959,S+P+10E; S+P+7E,81,16121,1994,Dragoş BADEA,,,,07.04.2016,03.05.2016
658,Rs II,302,44.443712,26.092739,București,Calea VICTORIEI,128B,Sector,1935,S+P+3E+Ma,22,161,2000,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
659,Rs II,303,44.444169,26.092262,București,Calea VICTORIEI,136,Sector,1958,S+P+7E,54,4976,2000,Mihai URSĂCHESCU,,,,07.04.2016,03.05.2016
660,Rs II,304,44.448774,26.088746,București,Calea VICTORIEI,143,Sector,1921,S+P+5E+Ma,82,114,1995,Horia DUGAN,,,,07.04.2016,03.05.2016
661,Rs II,305,44.407931,26.091857,București,Şoseaua VIILOR,95,Sector,1962,S+P+7E,192,12542,2001,Ion LUNGU,,,,07.04.2016,03.05.2016
662,Rs II,306,44.449232,26.093122,București,Strada VIIŞOAREI,2,Sector,1932,S+P+2E+Ma,12,1361,1997,Vladimir AMBROZIE,,,,07.04.2016,03.05.2016
663,Rs II,307,44.447942,26.114762,București,Strada VIITORULUI,107,Sector,1935,S+P+2E+Ma,6,810,1997,Nicolae CONSTANTINESCU,,,,07.04.2016,03.05.2016
664,Rs II,308,44.447078,26.094604,București,Strada VISARION,3,Sector,1928,S+P+2E+Ma,9,735,1997,Alexandru HRISTOFOROV,,,,07.04.2016,03.05.2016
665,Rs II,309,44.428719,26.120637,București,Strada VULTURILOR,48,Sector,1939,S+P+2E+Ma,8,121,1997,Dan POPESCU,,,,07.04.2016,03.05.2016
666,Rs II,310,44.455368,26.089949,București,Strada WASHINGTON,2,Sector,1945,S+P+4E+Ma,13,1005,1996,Alexandru HRISTOFOROV,,,,07.04.2016,03.05.2016
667,Rs II,311,44.455388,26.090233,București,Strada WASHINGTON,4,Sector,1945,S+P+2E,5,672,1995,Armand NEFIAN,,,,07.04.2016,03.05.2016
668,Rs III,1,44.434317,26.099378,București,Strada ACADEMIEI,1A,Sector,1890,S+P+2E,10,1342,2010,Ion VARSA,,,,07.04.2016,03.05.2016
669,Rs III,2,44.434047,26.093865,București,Strada ANGHEL SALIGNY,6,Sector,1935,S+P+6E,32,1876,1999,Teodor NICOLAU 1993;1999,,,,07.04.2016,03.05.2016
670,Rs III,3,44.439929,26.146024,București,Strada AURA BUZESCU,1,Sector,1939,S+P+2E,4,272,2010,Traian POPP,,,,07.04.2016,03.05.2016
671,Rs III,4,44.447579,26.105977,București,Strada AUREL VLAICU,68,Sector,1936,S+P+6E,13,720,1997,Grigore ARSENIE,,,,07.04.2016,03.05.2016
672,Rs III,5,44.462345,26.086658,București,Bulevardul AVIATORILOR (corp B),65,Sector,1933,S+P+1E,1,98,1997,Radu AGENT,,,,07.04.2016,03.05.2016
673,Rs III,6,44.434674,26.132824,București,Strada AGRICULTORI (corp B),74,Sector,1945,S+P+3E,34,1048,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
674,Rs III,7,44.409681,26.11483,București,Strada BALADEI (bloc 61),3,Sector,1980,S+P+8E,80,7263,2001,Dragoş BADEA,,,,07.04.2016,03.05.2016
675,Rs III,8,44.452611,26.074346,București,Bulevardul BANU MANTA,7,Sector,1931,S+P+2E,20,111,1996,Vladimir AMBROZIE,,,,07.04.2016,03.05.2016
676,Rs III,9,44.422179,26.039059,București,"Strada BALCEŞTI (corp B - tronson I, S.C. ""BOIER HOSTEL BUCHAREST"" S.R.L.)",9,Sector,1917,Sparţial+P+Ma,0,105,2016,Nicolae GHIŢĂ,încadrare în clasă de risc seismic în anul 2016 + declaraţiile autentificate notarial ale proprietarului şi expertului tehnic,,,07.04.2016,03.05.2016
677,Rs III,10,44.423947,26.035211,București,Strada BRAŞOV (bloc OD5),19,Sector,1965,S+P+8E,216,15,2013,Vasile BOGDAN,încadrare în clasă de risc seismic în anul 2013,,,07.04.2016,03.05.2016
678,Rs III,11,44.441179,26.103595,București,Strada C. A. ROSETTI,34,Sector,1934,S+P+2E,22,1975,2012,Nicolae TUDOSE,încadrare în clasă de risc seismic în anul 2012,,,07.04.2016,03.05.2016
679,Rs III,12,44.449046,26.096362,București,Strada CĂDEREA BASTILIEI,19A,Sector,1935,S+P+3E+Ma,10,1665,2010,Constantin RACA,încadrare în clasă de risc seismic în anul 2010,,,07.04.2016,03.05.2016
680,Rs III,13,44.432917,26.113579,București,Calea CĂLĂRAŞILOR,41,Sector,1928,S+P+1E,11,146,1996,Vladimir AMBROZIE,,,,07.04.2016,03.05.2016
681,Rs III,14,44.443325,26.121257,București,Strada CĂLUSEI,11,Sector,1929,S+P+1 E+Ma,3,283,2013,Apostol ZEFIR,încadrare în clasă de risc seismic RsIII spre RsIV în anul 2013,,,07.04.2016,03.05.2016
682,Rs III,15,44.456599,26.109511,București,Aleea CIRCULUI,15,Sector,1960,S+P+1E,0,2265,2006,Nicolae ALEMAN,,,,07.04.2016,03.05.2016
683,Rs III,16,44.451066,26.09048,București,Strada CLOPOTARII VECHI,18,Sector,1925,S+P+3E,12,835,2006,Constantin PAVEL,,,,07.04.2016,03.05.2016
684,Rs III,17,44.414019,26.108126,București,Strada CONSTANTIN RADULESCU MOTRU,8,Sector,1976,S+P+10E,79,7104,2010,Constantin IEREMIA,,,,07.04.2016,03.05.2016
685,Rs III,18,44.446822,26.100673,București,Bulevardul DACIA,51 (7),Sector,1932,Ds+P+6E,21,1378,1997,Marin TEODOR,,,,07.04.2016,03.05.2016
686,Rs III,19,44.443913,26.118286,București,Bulevardul DACIA,178 (148),Sector,1914,S+P+2E+Ma,8,585,1993,Adina SIMION,,,,07.04.2016,03.05.2016
687,Rs III,20,44.44965,26.099166,București,Calea DOROBANŢILOR,47,Sector,1928,S+P+3E+Ma,10,796,1993,Rodica ANGELESCU,,,,07.04.2016,03.05.2016
688,Rs III,21,44.451207,26.098868,București,Calea DOROBANŢILOR,71,Sector,1937,Ds+P+3E+Pod,7,424,2000,Virgil SAVA,încadrare în clasă de risc seismic RsIII spre RsII în anul 2000,,,07.04.2016,03.05.2016
689,Rs III,22,44.442511,26.116975,București,Intrarea DUMITRESCU PROCOPIE,4,Sector,1929,S+P+2E,8,748,1993,Adina SIMION,,,,07.04.2016,03.05.2016
690,Rs III,23,44.417528,26.107609,București,Strada ELENA CUZA,29,Sector,1930,S+P+1 E+Ma,,363,2011,Bogdan GULEAC,încadrare în clasă de risc seismic în anul 2011,,,07.04.2016,03.05.2016
691,Rs III,24,44.439018,26.118219,București,Bulevardul FERDINAND I,12,Sector,1932,S+P+3E,2,220,2007,Dan CAPATANA,încadrare în clasă de risc seismic în anul 2007,,,07.04.2016,03.05.2016
692,Rs III,25,44.439018,26.118219,București,Bulevardul FERDINAND I,12A,Sector,1930,S+P+2E+Ma,13,1044,1996,Vladimir AMBROZIE,,,,07.04.2016,03.05.2016
693,Rs III,26,44.44173,26.124082,București,Strada FERDINAND I,135,Sector,1963,S+P+4E,235,13855,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
694,Rs III,27,44.431522,26.100958,București,Strada GABROVENI,2,Sector,1940,S+P+7E,0,2396,2013,Miaria DARIE,încadrare în clasă de risc seismic în anul 2013,,,07.04.2016,03.05.2016
695,Rs III,28,44.444614,26.078354,București,Strada GĂRII DE NORD (scara A - corp anexă.   scara 2 + 3 + 4 +5 + 6),6(8,Sector,1959,S+P+M+9E,91,144,2001,Emilian TITARU,corpul principal este încadrat în clasa de risc seismic RsI,,,07.04.2016,03.05.2016
696,Rs III,29,44.446516,26.096869,București,Bulevardul GHEORGHE MAGHERU,43,Sector,1934,S+P+9E,48,583,1998,Grigore ARSENIE,,,,07.04.2016,03.05.2016
697,Rs III,30,44.443808,26.098373,București,Bulevardul GHEORGHE MAGHERU (imobile B + E),32(36,Sector,1959,S+P+9E; S+P+7E,0,16268,2010,Traian POPP,încadrare în clasă de risc seismic în anul 2010,,,07.04.2016,03.05.2016
698,Rs III,31,44.452006,26.097618,București,Strada GRIGORE ALEXANDRESCU,100,Sector,1940,S+P+2E,7,1975,1993,Rodica ANGELESCU,,,,07.04.2016,03.05.2016
699,Rs III,32,44.438949,26.083019,București,Strada GRIGORE COBĂLCESCU,49,Sector,1922,S+P+1E,0,492,2011,Serban PAUNESCU,încadrare în clasă de risc seismic în anul 2011,,,07.04.2016,03.05.2016
700,Rs III,33,44.453576,26.064951,București,Calea GRIVIŢEI,184B,Sector,1934,S+P+3E,11,1375,2013,Horia DUGAN,1934.1935 / încadrare în clasă de risc seismic în anul 2013,,,07.04.2016,03.05.2016
701,Rs III,34,44.473209,26.048852,București,Calea GRIVIŢEI,240,Sector,1960,S+P+7E,96,6683,2001,Rodica VASILESCU,,,,07.04.2016,03.05.2016
702,Rs III,35,44.448478,26.08166,București,Strada IACOB FELIX,7,Sector,1940,S+P+3E+Ma,10,912,2005,Anton SUITARIU,1940-1950 / încadrare în clasă de risc seismic în anul 2005,,,07.04.2016,03.05.2016
703,Rs III,36,44.442513,26.121177,București,Strada IANCU CAPITANU,19,Sector,1940,S+P+2E+Ma,0,480,2015,Dan POPESCU,încadrare în clasă de risc seismic în anul 2015,,,07.04.2016,03.05.2016
704,Rs III,37,44.432181,26.096023,București,Strada ILFOV,1A,Sector,1933,S+P+4E,0,571,1999,Rodica VASILESCU,,,,07.04.2016,03.05.2016
705,Rs III,38,44.433688,26.087651,București,Splaiul INDEPENDENTEI,58,Sector,1932,S+P+2E,4,640,1997,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
706,Rs III,39,44.433562,26.094624,București,Strada ION BREZOIANU,3(5,Sector,1959,S+P+9E,0,299,1996,Dan CAPATINA,,,,07.04.2016,03.05.2016
707,Rs III,40,44.437219,26.09751,București,Strada ION CAMPINEANU (corp B),1,Sector,1957,S+P+7E,21,5891,2000,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
708,Rs III,41,44.45873,26.076882,București,Bulevardul ION MIHALACHE,71,Sector,1930,S+P+1 E+Ma,4,352,1997,Rodica VASILESCU,,,,07.04.2016,03.05.2016
709,Rs III,42,44.444145,26.099846,București,Strada JULES MICHELET,15(17,Sector,1928,S+P+5E,19,3125,1997,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
710,Rs III,43,44.448127,26.094698,București,Bulevardul LASCAR CATARGIU,14,Sector,1938,S+P+2E+Ma,10,1064,1996,Vladimir AMBROZIE,,,,07.04.2016,03.05.2016
711,Rs III,44,44.448285,26.094384,București,Bulevardul LASCAR CATARGIU,16,Sector,1929,S+P+3E,13,1721,1996,Alexandru HRISTOFOROV,,,,07.04.2016,03.05.2016
712,Rs III,45,44.432107,26.09811,București,Strada LIPSCANI Strada STAVROPOLEOS,14 5,Sector,1900,S+P+2E; S+P+2E+Ma,0,3404,2010,Mircea MIRONESCU,1898 - 1900 / încadrare în clasă de risc seismic în anul 2010,,,07.04.2016,03.05.2016
713,Rs III,46,44.448067,26.10923,București,Strada LEONIDA,16,Sector,1936,S+P+2E,5,453,1997,Rodica VASILESCU,,,,07.04.2016,03.05.2016
714,Rs III,47,44.448559,26.110407,București,Strada LEONIDA,33,Sector,1934,S+P+2E ;S+P,3,315,1997,Adina SIMION,,,,07.04.2016,03.05.2016
715,Rs III,48,44.427788,26.120578,București,Intrarea LICURICI,5,Sector,1934,S+P+2E+Ma,12,1006,1997,Ion POPA,,,,07.04.2016,03.05.2016
716,Rs III,49,44.462803,26.078797,București,Strada MAHATMA GANDHI,7,Sector,1925,Ds+P+1E+Ma,7,560,2014,Nicolae STOICA,încadrare în clasă de risc seismic în anul 2014,,,07.04.2016,03.05.2016
717,Rs III,50,44.438039,26.134281,București,Strada MATEI VOIEVOD,125(133,Sector,1963,S+P+10E,132,9746,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
718,Rs III,51,44.434171,26.112352,București,Strada MANTULEASA,12,Sector,1935,S+P+5E+Ma,17,2522,1997,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
719,Rs III,52,44.43416,26.112305,București,Strada MANTULEASA,5,Sector,1933,S+P+5E,13,1771,1997,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
720,Rs III,53,44.434399,26.112447,București,Strada MANTULEASA,8,Sector,1932,S+P+6E,2,253,1997,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
721,Rs III,54,44.442706,26.131849,București,"Soseaua MIHAI BRAVU (bloc C17, scara A + B + C)",75(83,Sector,1961,S+P+9E,0,9108,2009,Zefir APOSTOL,încadrare în clasă de risc seismic în anul 2009,,,07.04.2016,03.05.2016
722,Rs III,55,44.447254,26.108714,București,"Strada MIHAI EMINESCU (Teatrul „METROPOLIS"")",89,Sector,1952,S+P+2E,0,1211,1997,Horia DUGAN,,,,07.04.2016,03.05.2016
723,Rs III,56,44.434474,26.083825,București,Bulevardul MIHAIL KOGALNICEANU,24 (54),Sector,1875,S+P+2E,9,10,1993,Vladimir AMBROZIE,,,,07.04.2016,03.05.2016
724,Rs III,57,44.434474,26.083837,București,Bulevardul MIHAIL KOGALNICEANU,26 (56),Sector,1894,S+P+2E,9,821,1996,Vladimir AMBROZIE,,,,07.04.2016,03.05.2016
725,Rs III,58,44.442895,26.081003,București,Strada MIRCEA VULCĂNESCU,87B,Sector,1936,S+P+2E,5,435,1997,Ovidiu GEORGESCU,,,,07.04.2016,03.05.2016
726,Rs III,59,44.42033,26.092427,București,Strada MITROPOLIT NIFON,1,Sector,1925,S+P+2E+Ma,2,257,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
727,Rs III,60,44.448827,26.096012,București,Intrarea MONEASA,5,Sector,1935,Ds+P+2E+Pod,9,372,2013,Constantin PAVEL,încadrare în clasă de risc seismic în anul 2013,,,07.04.2016,03.05.2016
728,Rs III,61,44.447466,26.084203,București,Strada OCCIDENTULUI (corp A),45,Sector,1935,S+P+3E+Ma,11,154,2013,Cătălin STEFAN,încadrare în clasă de risc seismic în anul 2013,,,07.04.2016,03.05.2016
729,Rs III,62,44.419851,26.099998,București,Strada OLIMPULUI,43,Sector,1939,S+P+3E+Ma,0,450,2014,Traian POPP,încadrare în clasă de risc seismic în anul 2014,,,07.04.2016,03.05.2016
730,Rs III,63,44.39566,26.121423,București,Soseaua OLTENITEI (bloc 12),83,Sector,1963,S+P+9E,40,3544,2011,Gheorghe SARBU,încadrare în clasă de risc seismic în anul 2011,,,07.04.2016,03.05.2016
731,Rs III,64,44.437809,26.115871,București,Piaţa PACHE PROTOPOPESCU,15,Sector,1940,S+P+6E,40,3268,2011,Mihai URSACHESCU,încadrare în clasă de risc seismic în anul 2011,,,07.04.2016,03.05.2016
732,Rs III,65,44.452547,26.106201,București,Strada PAMFIL NASTASE,19,Sector,1936,S+P+2E+Ma,4,440,1997,Alexandru HRISTOFOROV,,,,07.04.2016,03.05.2016
733,Rs III,66,44.44344,26.158142,București,Soseaua PANTELIMON (bloc 54),247,Sector,1979,S+P+MZ+18E,102,15226,2013,Mihai VOICULESCU,încadrare în clasă de risc seismic RsIII spre RsIV în anul 2013,,,07.04.2016,03.05.2016
734,Rs III,67,44.465148,26.07994,București,Soseaua PAVEL DIMITRIEVICI KISELEFF,22,Sector,1961,S+P+2E,9,1893,1997,Marin TEODOR,,,,07.04.2016,03.05.2016
735,Rs III,68,44.434226,26.088304,București,Calea PLEVNEI,5(7,Sector,1947,S+P+8E,32,27,2000,Grigore ARSENIE 1993;2000,,,,07.04.2016,03.05.2016
736,Rs III,69,44.42961,26.126377,București,Strada POPA NAN,137A,Sector,1933,S+P+3E+Pod,8,681,1997,Ion POPA,,,,07.04.2016,03.05.2016
737,Rs III,70,44.441331,26.114436,București,Strada POPA PETRE,14,Sector,1930,S+P+3E,14,123,1996,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
738,Rs III,71,44.434491,26.086134,București,Bulevardul REGINA ELISABETA (fost Bulevardul MIHAIL KOGĂLNICEANU),55 (35),Sector,1966,S+P+8E,32,4874,2000,Nicolae TEMELCU,,,,07.04.2016,03.05.2016
739,Rs III,72,44.434499,26.086701,București,Bulevardul REGINA ELISABETA (corp A + B) (fost Bulevardul MIHAIL KOGĂLNICEANU),57 (37),Sector,1900,S+P+2E+Ma; P+1 E+Pod,11,1602,2013,Maria DARIE,încadrare în clasă de risc seismic în anul 2013,,,07.04.2016,03.05.2016
740,Rs III,73,44.434504,26.087271,București,Bulevardul REGINA ELISABETA (fost Bulevardul MIHAIL KOGĂLNICEANU),59 (39),Sector,1900,S+P+2E+Ma,9,1898,2013,Maria DARIE,încadrare în clasă de risc seismic în anul 2013,,,07.04.2016,03.05.2016
741,Rs III,74,44.434312,26.082796,București,Bulevardul REGINA ELISABETA (fost Bulevardul MIHAIL KOGĂLNICEANU),63 (43),Sector,1960,S+P+7E,71,5824,2000,Rodica VASILESCU,,,,07.04.2016,03.05.2016
742,Rs III,75,44.449183,26.083989,București,Strada SEVASTOPOL,8,Sector,1907,S+P+3E+Ma,0,960,2006,Ion VARŞĂ,"încadrare în clasă de risc seismic în anul 2006, consolidat parţial ! (lucrări de consolidare executate la mansarda imobilului) AC nr.92/572299/2006, PVRTL nr.1/2009",,,07.04.2016,03.05.2016
743,Rs III,76,44.445569,26.083551,București,Piaţa SFINŢII VOIEVOZI,2,Sector,1932,S+P+Mz+5E+Ma,22,1586,1996,Alexandru HRISTOFOROV,,,,07.04.2016,03.05.2016
744,Rs III,77,44.44328,26.115691,București,Strada SILVESTRU,73,Sector,1936,S+P+1E,4,349,2008,Sorin APOLZAN,încadrare în clasă de risc seismic în anul 2008,,,07.04.2016,03.05.2016
745,Rs III,78,44.443408,26.116105,București,Strada SILVESTRU,79,Sector,1936,S+P,0,369,2014,Gheorghe SARBU,încadrare în clasă de risc seismic în anul 2014,,,07.04.2016,03.05.2016
746,Rs III,79,44.440788,26.089954,București,Strada SPIRU HARET,7A,Sector,1938,S+P+5E,28,779,1999,Anatolie CAZACLIU,,,,07.04.2016,03.05.2016
747,Rs III,80,44.436297,26.119307,București,Strada ŞTEFAN MIHAILEANU,40,Sector,1943,S+P+4E+Ma,10,1208,1997,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
748,Rs III,81,44.440108,26.086029,București,Strada ŞTIRBEI VODĂ,92,Sector,1936,S+P+4E,11,1488,1999,Grigore ARSENIE,,,,07.04.2016,03.05.2016
749,Rs III,82,44.441026,26.10602,București,Strada THOMAS MASARYK,9,Sector,1931,S+P+3E+Ma,19,1335,2009,Corneliu NICUT,încadrare în clasă de risc seismic în anul 2009,,,07.04.2016,03.05.2016
750,Rs III,83,44.420795,26.04152,București,Strada TINCANI,10,Sector,1965,S+P+4E,100,10866,2002,Gheorghe POPESCU,,,,07.04.2016,03.05.2016
751,Rs III,84,44.43144,26.120291,București,Strada TRAIAN,77(79,Sector,1968,S+P+8E,47,4655,1997,Alexandru HRISTOFOROV,,,,07.04.2016,03.05.2016
752,Rs III,85,44.442061,26.083548,București,Strada TRANSILVANIEI,44,Sector,1946,S+P+4E+Pod,16,165,2002,Rodica VASILESCU,,,,07.04.2016,03.05.2016
753,Rs III,86,44.4406,26.108253,București,Strada VASILE LASCĂR,33,Sector,1979,S+P+8E,0,2528,1998,Grigore ARSENIE,1935;1979,,,07.04.2016,03.05.2016
754,Rs III,87,44.439825,26.181839,București,Soseaua VERGULUI (bloc 15D),67,Sector,1977,S+P+18E,98,13475,2012,Vasile BOGDAN,încadrare în clasă de risc seismic în anul 2012,,,07.04.2016,03.05.2016
755,Rs III,88,44.432112,26.097372,București,Calea VICTORIEI,12A,Sector,1978,S+P+6E,36,5164,2010,Mihai VOICULESCU,încadrare în clasă de risc seismic în anul 2010,,,07.04.2016,03.05.2016
756,Rs III,89,44.436364,26.098063,București,Calea VICTORIEI,48(50,Sector,1910,S+P+6E,30,14065,1998,Maria DARIE,,,,07.04.2016,03.05.2016
757,Rs III,90,44.434794,26.121503,București,Strada VIŞINILOR,3,Sector,1936,S+P+1E,3,196,2012,Adrian STĂNESCU,încadrare în clasă de risc seismic în anul 2012,,,07.04.2016,03.05.2016
758,Rs III,91,44.42879,26.120219,București,Strada VULTURILOR (corp A),38,Sector,1900,S+P+1 E+Ma,0,352,2009,Adina SIMION,încadrare în clasă de risc seismic în anul 2009,,,07.04.2016,03.05.2016
759,Rs IV,1,44.451792,26.10386,București,Strada AUREL VLAICU,148,Sector,1938,S+P+3E,5,525,2009,Dan CAPAŢANA,încadrare în clasă de risc seismic în anul 2009,,,07.04.2016,03.05.2016
760,Rs IV,2,44.469002,26.14392,București,Şoseaua COLENTINA (bloc 1B - IRTA),23B,Sector,1977,S+P+11E,55,6,2010,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
761,Rs IV,3,44.431024,26.102374,București,Strada GABROVENI,16,Sector,1884,S+P+1E,0,400,2015,Constantin PAVEL,încadrare în clasă de risc seismic în anul 2015,,,07.04.2016,03.05.2016
762,Rs IV,4,44.434666,26.107194,București,Bulevardul HRISTO BOTEV,9,Sector,1913,S+P+3E+Ma,4,717,2010,Gheorghe RUSU CONSTANTIN,încadrare în clasă de risc seismic în anul 2010,,,07.04.2016,03.05.2016
763,Rs IV,5,44.464559,26.069162,București,Bulevardul ION MIHALACHE (corp F),315,Sector,1963,S+P+3E,12,1388,1996,Vladimir AMBROZIE,,,,07.04.2016,03.05.2016
764,Rs IV,6,44.429979,26.123924,București,Strada VALERIU BRANIŞTE bloc b,54,Sector,1969,S+P+4E,20,3062,1997,Alexandru HRISTOFOROV,,,,07.04.2016,03.05.2016
765,Rs IV,6,44.429024,26.124354,București,Strada VALERIU BRANIŞTE bloc b,56,Sector,0,S+P+4E,30,3666,1997,,,,,07.04.2016,03.05.2016
766,U3,1,44.425296,26.095234,București,Strada 11 IUNIE,1,Sector,1911,S+P; S+P+1E,2,110,1993,Traian POPP,,,,07.04.2016,03.05.2016
767,U3,2,44.425296,26.095234,București,Strada 11 IUNIE,1A,Sector,1910,S+P+1E,2,110,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
768,U1,3,44.424795,26.095431,București,Strada 11 IUNIE,7,Sector,1939,S+P+3E,4,0,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
769,U3,4,44.424574,26.095426,București,Strada 11 IUNIE,9,Sector,1925,S+P+1 E+Ma,6,120,1993,Corneliu NICUT,,,,07.04.2016,03.05.2016
770,U3,5,44.423151,26.095708,București,Strada 11 IUNIE,12,Sector,1933,S+P+3E+M,2,139,1995,Nicolai TOPA,,,,07.04.2016,03.05.2016
771,U2,6,44.42292,26.095989,București,Strada 11 IUNIE,17,Sector,1928,S+P+1 E+Ma,2,110,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
772,U3,7,44.422246,26.096006,București,Strada 11 IUNIE,27,Sector,1929,S+P+1 E+Ma; S+P+1E,2,110,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
773,U3,8,44.421674,26.095761,București,Strada 11 IUNIE,34,Sector,1930,S+P+1 E+Ma; S+P,2,120,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
774,U3,9,44.421743,26.095918,București,Strada 11 IUNIE,35,Sector,1940,S+P+4E+Ma,5,310,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
775,U3,10,44.421452,26.095676,București,Strada 11 IUNIE,36(38,Sector,1925,S+P+1E,2,90,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
776,U3,11,44.421483,26.095819,București,Strada 11 IUNIE,39,Sector,1920,S+P; S+P+1E,4,200,1993,Traian POPP. Liviu VINTILA LIVIU,,,,07.04.2016,03.05.2016
777,U3,12,44.421341,26.095633,București,Strada 11 IUNIE,40,Sector,1920,S+P,1,80,1993,Rodica ANGELESCU,,,,07.04.2016,03.05.2016
778,U2,13,44.421225,26.095719,București,Strada 11 IUNIE,43,Sector,1937,S+P+1 E+Ma,2,100,1993,Rodica ANGELESCU,,,,07.04.2016,03.05.2016
779,U3,14,44.421119,26.095548,București,Strada 11 IUNIE,44(46,Sector,1928,S+P,1,70,1993,Rodica ANGELESCU,,,,07.04.2016,03.05.2016
780,U3,15,44.420858,26.095581,București,Strada 11 IUNIE,49,Sector,1885,S+P; S+P+1E,2,110,1993,Rodica ANGELESCU,,,,07.04.2016,03.05.2016
781,U3,16,44.421095,26.09567,București,Strada 11 IUNIE,45C,Sector,1938,S+P,1,80,1993,Rodica ANGELESCU,,,,07.04.2016,03.05.2016
782,U3,17,44.420657,26.095507,București,Strada 11 IUNIE,53C,Sector,1893,S+P,1,60,1993,Rodica ANGELESCU,,,,07.04.2016,03.05.2016
783,U2,18,44.420556,26.09547,București,Strada 11 IUNIE,55,Sector,1930,S+P+2E+Ma,3,190,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
784,U2,19,44.420456,26.095433,București,Strada 11 IUNIE,57,Sector,1921,S+P; S+P+2E,2,100,1993,Cristian BALAN,,,,07.04.2016,03.05.2016
785,U2,20,44.420355,26.095396,București,Strada 11 IUNIE,59,Sector,1890,S+P+1E,2,120,1993,Rodica ANGELESCU,,,,07.04.2016,03.05.2016
